feature_name,source_factor,source_factor_id,transformation,category,economic_meaning,available_date,missing_rate,usage_type,classification,correlation_cluster
curve_curvature__cs_robust_z,期限结构曲率,10,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线中部异常可能反映局部供需与换月压力,因子日T收盘后形成，T+1开盘可用,0.024098387900947316,predictor,B,11.0
curve_curvature__missing,期限结构曲率,10,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,11.0
term_structure_slope__cs_robust_z,期限结构斜率,44,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,整条曲线斜率比两点Carry更稳健,因子日T收盘后形成，T+1开盘可用,0.013316436762506233,predictor,A,18.0
term_structure_slope__missing,期限结构斜率,44,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,A,18.0
basis_momentum_5__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.018883995346518197,predictor,B,7.0
basis_momentum_5__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,7.0
term_structure_momentum_5__cs_robust_z,期限结构动量,45,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线持续收紧可能代表供需冲击延续,因子日T收盘后形成，T+1开盘可用,0.018883995346518197,predictor,B,14.0
term_structure_momentum_5__missing,期限结构动量,45,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,14.0
term_structure_acceleration_5__cs_robust_z,期限结构加速度,46,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线收紧速度变化刻画供需冲击二阶变化,因子日T收盘后形成，T+1开盘可用,0.023121987701512383,predictor,B,15.0
term_structure_acceleration_5__missing,期限结构加速度,46,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,15.0
carry_change_20__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.028606448396210737,predictor,B,8.0
carry_change_20__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,8.0
basis_momentum_20__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.028606448396210737,predictor,B,8.0
basis_momentum_20__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,8.0
term_structure_acceleration_20__cs_robust_z,期限结构加速度,46,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线收紧速度变化刻画供需冲击二阶变化,因子日T收盘后形成，T+1开盘可用,0.04208908093734419,predictor,B,13.0
term_structure_acceleration_20__missing,期限结构加速度,46,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,13.0
carry_change_60__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.053785108858235,predictor,B,9.0
carry_change_60__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,9.0
basis_momentum_60__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.053785108858235,predictor,B,9.0
basis_momentum_60__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,9.0
value_120__cs_robust_z,价值因子,11,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,价格对历史锚点的偏离可能修复,因子日T收盘后形成，T+1开盘可用,0.0385158716968589,predictor,B,25.0
value_120__missing,价值因子,11,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,25.0
value_252__cs_robust_z,价值因子,11,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,价格对历史锚点的偏离可能修复,因子日T收盘后形成，T+1开盘可用,0.07790427123151072,predictor,B,25.0
value_252__missing,价值因子,11,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,25.0
reversal_5__cs_robust_z,短期反转,12,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,短期流动性冲击与过度反应可能反向修复,因子日T收盘后形成，T+1开盘可用,0.0031161708492604286,predictor,B,31.0
oi_growth_5__cs_robust_z,持仓量增长,18,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,新增持仓刻画资金进入与风险承担,因子日T收盘后形成，T+1开盘可用,0.011322087418979557,predictor,B,4.0
oi_growth_5__missing,持仓量增长,18,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,4.0
reversal_20__cs_robust_z,短期反转,12,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,短期流动性冲击与过度反应可能反向修复,因子日T收盘后形成，T+1开盘可用,0.012464683397041714,predictor,B,20.0
reversal_20__missing,短期反转,12,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,20.0
oi_growth_20__cs_robust_z,持仓量增长,18,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,新增持仓刻画资金进入与风险承担,因子日T收盘后形成，T+1开盘可用,0.021044540468672095,predictor,B,5.0
oi_growth_20__missing,持仓量增长,18,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,5.0
price_oi_20__cs_robust_z,价格—持仓量交互,19,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,价格与新增持仓同向可能确认趋势,因子日T收盘后形成，T+1开盘可用,0.021044540468672095,predictor,B,32.0
price_oi_20__missing,价格—持仓量交互,19,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,32.0
volume_shock_20__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.013773475153731096,conditional,C,2.0
volume_shock_20__missing,成交量冲击,21,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,2.0
oi_surprise_20__cs_robust_z,持仓意外,52,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常持仓变化刻画非正常资金进入或退出,因子日T收盘后形成，T+1开盘可用,0.015850922386571382,predictor,B,1.0
oi_surprise_20__missing,持仓意外,52,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,1.0
volume_shock_60__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.026632873525012465,conditional,C,3.0
volume_shock_60__missing,成交量冲击,21,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,3.0
oi_surprise_60__cs_robust_z,持仓意外,52,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常持仓变化刻画非正常资金进入或退出,因子日T收盘后形成，T+1开盘可用,0.028440252617583515,predictor,B,1.0
oi_surprise_60__missing,持仓意外,52,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,1.0
amihud_20__cs_robust_z,Amihud非流动性,22,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,单位成交额价格冲击刻画流动性风险,因子日T收盘后形成，T+1开盘可用,0.015539305301645339,risk,D,42.0
amihud_20__missing,Amihud非流动性,22,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,42.0
volume_oi_turnover__cs_robust_z,成交量—持仓量换手率,23,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,交易活跃度相对存量持仓刻画换手与拥挤,因子日T收盘后形成，T+1开盘可用,0.00668938008974572,conditional,C,36.0
low_vol_20__cs_robust_z,低波动,25,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,低波动特征用于防御暴露与风险控制,因子日T收盘后形成，T+1开盘可用,0.015539305301645339,risk,D,34.0
low_vol_20__missing,低波动,25,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,34.0
low_vol_60__cs_robust_z,低波动,25,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,低波动特征用于防御暴露与风险控制,因子日T收盘后形成，T+1开盘可用,0.028315605783613095,risk,D,34.0
low_vol_60__missing,低波动,25,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,34.0
realized_skew_60__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.028315605783613095,risk,D,16.0
realized_skew_60__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,16.0
realized_skew_120__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.04636862223699518,risk,D,17.0
realized_skew_120__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,17.0
seasonality_3y_month__cs_robust_z,季节性,27,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,生产消费季节周期可能形成重复价格模式,因子日T收盘后形成，T+1开盘可用,0.45047365796908756,predictor,B,33.0
seasonality_3y_month__missing,季节性,27,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,33.0
idiosyncratic_vol_60__cs_robust_z,特质波动,43,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,剔除共同冲击后的剩余风险刻画品种特异性,因子日T收盘后形成，T+1开盘可用,0.028315605783613095,risk,D,35.0
idiosyncratic_vol_60__missing,特质波动,43,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,35.0
relative_value_residual_60__cs_robust_z,相对价值残差,29,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,相对板块共同变化的偏离可能均值回复,因子日T收盘后形成，T+1开盘可用,0.04672178826657803,predictor,B,28.0
relative_value_residual_60__missing,相对价值残差,29,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,28.0
correlation_risk_20_120__cs_robust_z,相关性风险,57,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,相关性突然上升刻画系统性风险暴露,因子日T收盘后形成，T+1开盘可用,0.04875768655476151,risk,D,41.0
correlation_risk_20_120__missing,相关性风险,57,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,41.0
volume_price_divergence_20__cs_robust_z,量价背离,53,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,价格趋势缺少成交确认可能较脆弱,因子日T收盘后形成，T+1开盘可用,0.059913578195113844,conditional,C,22.0
volume_price_divergence_20__missing,量价背离,53,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,22.0
interaction__momentum_quality_60__carry__cs_robust_z,因子交互,54,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,非线性交互,经济相关因子同时出现时可能产生非加性信息,因子日T收盘后形成，T+1开盘可用,0.05172843609772312,predictor,B,37.0
interaction__momentum_quality_60__carry__missing,因子交互,54,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,37.0
interaction__tsmom_20__oi_surprise_20__cs_robust_z,因子交互,54,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,非线性交互,经济相关因子同时出现时可能产生非加性信息,因子日T收盘后形成，T+1开盘可用,0.022789596144257934,predictor,B,6.0
interaction__tsmom_20__oi_surprise_20__missing,因子交互,54,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,6.0
orth__tsmom_20__vs__csmom_20,时间序列动量,1,同日横截面对簇代表csmom_20回归后的残差,趋势与动量,保留tsmom_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.010802725610769486,orthogonalized_predictor,B,20.0
orth__momentum_quality_20__vs__csmom_20,动量质量,41,同日横截面对簇代表csmom_20回归后的残差,趋势与动量,保留momentum_quality_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.010802725610769486,orthogonalized_predictor,B,20.0
orth__realized_vol_60__vs__low_vol_20,已实现波动率,24,同日横截面对簇代表low_vol_20回归后的残差,波动率与风险,保留realized_vol_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.005401362805384743,orthogonalized_predictor,D,34.0
orth__tsmom_120__vs__csmom_120,时间序列动量,1,同日横截面对簇代表csmom_120回归后的残差,趋势与动量,保留tsmom_120相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.0661874688382915,orthogonalized_predictor,B,23.0
orth__momentum_quality_120__vs__csmom_120,动量质量,41,同日横截面对簇代表csmom_120回归后的残差,趋势与动量,保留momentum_quality_120相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.0661874688382915,orthogonalized_predictor,B,23.0
orth__basis_momentum_20__vs__carry_change_20,基差动量,9,同日横截面对簇代表carry_change_20回归后的残差,期限结构与Carry,保留basis_momentum_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.010802725610769486,orthogonalized_predictor,B,8.0
orth__basis_momentum_60__vs__carry_change_60,基差动量,9,同日横截面对簇代表carry_change_60回归后的残差,期限结构与Carry,保留basis_momentum_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.032532823666278875,orthogonalized_predictor,B,9.0
orth__value_120__vs__value_252,价值因子,11,同日横截面对簇代表value_252回归后的残差,价值与均值回复,保留value_120相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.0689920226026259,orthogonalized_predictor,B,25.0
orth__reversal_20__vs__csmom_20,短期反转,12,同日横截面对簇代表csmom_20回归后的残差,价值与均值回复,保留reversal_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.010802725610769486,orthogonalized_predictor,B,20.0
orth__oi_surprise_20__vs__oi_surprise_60,持仓意外,52,同日横截面对簇代表oi_surprise_60回归后的残差,交易行为与资金流,保留oi_surprise_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.016744224696692706,orthogonalized_predictor,B,1.0
orth__low_vol_60__vs__low_vol_20,低波动,25,同日横截面对簇代表low_vol_20回归后的残差,波动率与风险,保留low_vol_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.005401362805384743,orthogonalized_predictor,D,34.0
feature_available_count,全体入选因子,0,逐行统计原始可用特征数,数据质量标签,刻画该品种日在模型输入端的信息完整度,与源因子同步,0.0,quality_flag,C,
