feature_name,source_factor,source_factor_id,transformation,category,economic_meaning,available_date,missing_rate,usage_type,classification,correlation_cluster
csmom_120__cs_robust_z,横截面动量,2,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,趋势与动量,过去相对强势品种可能继续跑赢弱势品种,因子日T收盘后形成，T+1开盘可用,0.05745658835546476,predictor,B,32.0
csmom_120__missing,横截面动量,2,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,32.0
trend_efficiency_120__cs_robust_z,趋势效率,3,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,趋势与动量,区分平滑趋势与高噪声路径,因子日T收盘后形成，T+1开盘可用,0.0641279366700715,conditional,C,9.0
trend_efficiency_120__missing,趋势效率,3,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,9.0
momentum_quality_120__cs_robust_z,动量质量,41,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,趋势与动量,平滑趋势比震荡路径更可能持续,因子日T收盘后形成，T+1开盘可用,0.0641279366700715,predictor,B,32.0
momentum_quality_120__missing,动量质量,41,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,32.0
vol_managed_momentum_120__cs_robust_z,波动率管理动量,42,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,趋势与动量,按波动缩放可稳定不同品种风险预算,因子日T收盘后形成，T+1开盘可用,0.0641279366700715,risk,D,39.0
vol_managed_momentum_120__missing,波动率管理动量,42,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,39.0
carry__cs_robust_z,Carry,5,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构反映便利收益、库存压力与持有补偿,因子日T收盘后形成，T+1开盘可用,0.010230464759959142,predictor,A,19.0
carry__missing,Carry,5,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,A,19.0
curve_curvature__cs_robust_z,期限结构曲率,10,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线中部异常可能反映局部供需与换月压力,因子日T收盘后形成，T+1开盘可用,0.018609550561797753,predictor,B,20.0
curve_curvature__missing,期限结构曲率,10,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,20.0
term_structure_slope__cs_robust_z,期限结构斜率,44,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,整条曲线斜率比两点Carry更稳健,因子日T收盘后形成，T+1开盘可用,0.010230464759959142,predictor,A,27.0
term_structure_slope__missing,期限结构斜率,44,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,A,27.0
basis_momentum_5__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.014507788559754852,predictor,B,16.0
basis_momentum_5__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,16.0
term_structure_momentum_5__cs_robust_z,期限结构动量,45,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线持续收紧可能代表供需冲击延续,因子日T收盘后形成，T+1开盘可用,0.014507788559754852,predictor,B,23.0
term_structure_momentum_5__missing,期限结构动量,45,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,23.0
term_structure_acceleration_5__cs_robust_z,期限结构加速度,46,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,曲线收紧速度变化刻画供需冲击二阶变化,因子日T收盘后形成，T+1开盘可用,0.017763661899897854,predictor,B,24.0
term_structure_acceleration_5__missing,期限结构加速度,46,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,24.0
carry_change_20__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.02197714504596527,predictor,B,17.0
carry_change_20__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,17.0
basis_momentum_20__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.02197714504596527,predictor,B,17.0
basis_momentum_20__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,17.0
carry_change_60__cs_robust_z,Carry变化,6,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,期限结构边际收紧可能先于价格调整,因子日T收盘后形成，T+1开盘可用,0.04132086312563841,predictor,B,18.0
carry_change_60__missing,Carry变化,6,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,18.0
basis_momentum_60__cs_robust_z,基差动量,9,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,期限结构与Carry,近月相对远月走强刻画曲线动态收紧,因子日T收盘后形成，T+1开盘可用,0.04132086312563841,predictor,B,18.0
basis_momentum_60__missing,基差动量,9,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,18.0
reversal_5__cs_robust_z,短期反转,12,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,短期流动性冲击与过度反应可能反向修复,因子日T收盘后形成，T+1开盘可用,0.0023940245148110317,predictor,B,40.0
oi_growth_5__cs_robust_z,持仓量增长,18,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,新增持仓刻画资金进入与风险承担,因子日T收盘后形成，T+1开盘可用,0.008698289070480082,predictor,B,4.0
oi_growth_20__cs_robust_z,持仓量增长,18,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,新增持仓刻画资金进入与风险承担,因子日T收盘后形成，T+1开盘可用,0.0161676455566905,predictor,B,5.0
oi_growth_20__missing,持仓量增长,18,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,5.0
price_oi_20__cs_robust_z,价格—持仓量交互,19,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,价格与新增持仓同向可能确认趋势,因子日T收盘后形成，T+1开盘可用,0.0161676455566905,predictor,B,41.0
price_oi_20__missing,价格—持仓量交互,19,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,41.0
volume_shock_20__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.01058158835546476,conditional,C,2.0
volume_shock_20__missing,成交量冲击,21,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,2.0
oi_surprise_20__cs_robust_z,持仓意外,52,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常持仓变化刻画非正常资金进入或退出,因子日T收盘后形成，T+1开盘可用,0.012177604698672115,predictor,B,1.0
oi_surprise_20__missing,持仓意外,52,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,1.0
volume_shock_60__cs_robust_z,成交量冲击,21,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常成交代表关注、信息或流动性冲击,因子日T收盘后形成，T+1开盘可用,0.020460929519918285,conditional,C,3.0
volume_shock_60__missing,成交量冲击,21,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,3.0
oi_surprise_60__cs_robust_z,持仓意外,52,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,异常持仓变化刻画非正常资金进入或退出,因子日T收盘后形成，T+1开盘可用,0.02184946373850868,predictor,B,1.0
oi_surprise_60__missing,持仓意外,52,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,1.0
amihud_20__cs_robust_z,Amihud非流动性,22,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,单位成交额价格冲击刻画流动性风险,因子日T收盘后形成，T+1开盘可用,0.011938202247191011,risk,D,14.0
amihud_20__missing,Amihud非流动性,22,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,14.0
volume_oi_turnover__cs_robust_z,成交量—持仓量换手率,23,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,交易活跃度相对存量持仓刻画换手与拥挤,因子日T收盘后形成，T+1开盘可用,0.005139172625127681,conditional,C,13.0
low_vol_20__cs_robust_z,低波动,25,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,低波动特征用于防御暴露与风险控制,因子日T收盘后形成，T+1开盘可用,0.011938202247191011,risk,D,11.0
low_vol_20__missing,低波动,25,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,11.0
low_vol_60__cs_robust_z,低波动,25,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,低波动特征用于防御暴露与风险控制,因子日T收盘后形成，T+1开盘可用,0.02175370275791624,risk,D,11.0
low_vol_60__missing,低波动,25,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,11.0
realized_skew_60__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.02175370275791624,risk,D,25.0
realized_skew_60__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,25.0
realized_skew_120__cs_robust_z,已实现偏度,26,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,收益不对称刻画尾部风险与彩票偏好,因子日T收盘后形成，T+1开盘可用,0.03562308478038815,risk,D,26.0
realized_skew_120__missing,已实现偏度,26,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,26.0
seasonality_3y_month__cs_robust_z,季节性,27,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,价值与均值回复,生产消费季节周期可能形成重复价格模式,因子日T收盘后形成，T+1开盘可用,0.3495914198161389,predictor,A,15.0
seasonality_3y_month__missing,季节性,27,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,A,15.0
idiosyncratic_vol_60__cs_robust_z,特质波动,43,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,剔除共同冲击后的剩余风险刻画品种特异性,因子日T收盘后形成，T+1开盘可用,0.02175370275791624,risk,D,12.0
idiosyncratic_vol_60__missing,特质波动,43,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,12.0
correlation_risk_20_120__cs_robust_z,相关性风险,57,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,波动率与风险,相关性突然上升刻画系统性风险暴露,因子日T收盘后形成，T+1开盘可用,0.03745850357507661,risk,D,42.0
correlation_risk_20_120__missing,相关性风险,57,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,D,42.0
volume_price_divergence_20__cs_robust_z,量价背离,53,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,交易行为与资金流,价格趋势缺少成交确认可能较脆弱,因子日T收盘后形成，T+1开盘可用,0.0460291113381001,conditional,C,31.0
volume_price_divergence_20__missing,量价背离,53,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,C,31.0
interaction__tsmom_20__oi_surprise_20__cs_robust_z,因子交互,54,同日横截面中位数/MAD去极值(5.0)并标准化；缺失填0；模型折内再次仅用训练期缩放,非线性交互,经济相关因子同时出现时可能产生非加性信息,因子日T收盘后形成，T+1开盘可用,0.01750829928498468,predictor,B,6.0
interaction__tsmom_20__oi_surprise_20__missing,因子交互,54,原始特征缺失指示器,数据质量标签,区分真实中性值与数据缺失造成的零填充,与源因子同步,0.0,quality_flag,B,6.0
orth__tsmom_120__vs__csmom_120,时间序列动量,1,同日横截面对簇代表csmom_120回归后的残差,趋势与动量,保留tsmom_120相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.05084908069458631,orthogonalized_predictor,B,32.0
orth__momentum_quality_120__vs__csmom_120,动量质量,41,同日横截面对簇代表csmom_120回归后的残差,趋势与动量,保留momentum_quality_120相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.05084908069458631,orthogonalized_predictor,B,32.0
orth__carry_change_20__vs__basis_momentum_20,Carry变化,6,同日横截面对簇代表basis_momentum_20回归后的残差,期限结构与Carry,保留carry_change_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.008299284984678242,orthogonalized_predictor,B,17.0
orth__basis_momentum_60__vs__carry_change_60,基差动量,9,同日横截面对簇代表carry_change_60回归后的残差,期限结构与Carry,保留basis_momentum_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.02499361593462717,orthogonalized_predictor,B,18.0
orth__oi_surprise_20__vs__oi_surprise_60,持仓意外,52,同日横截面对簇代表oi_surprise_60回归后的残差,交易行为与资金流,保留oi_surprise_20相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.012863891726251277,orthogonalized_predictor,B,1.0
orth__low_vol_60__vs__low_vol_20,低波动,25,同日横截面对簇代表low_vol_20回归后的残差,波动率与风险,保留low_vol_60相对高相关代表因子的增量部分,因子日T收盘后形成，T+1开盘可用,0.004149642492339121,orthogonalized_predictor,D,11.0
feature_available_count,全体入选因子,0,逐行统计原始可用特征数,数据质量标签,刻画该品种日在模型输入端的信息完整度,与源因子同步,0.0,quality_flag,C,
